Topic,Documents
Topic_1,2
Topic_10,7
Topic_11,1
Topic_12,2
Topic_13,3
Topic_14,2
Topic_15,3
Topic_16,2
Topic_17,7
Topic_18,5
Topic_19,4
Topic_2,1
Topic_20,3
Topic_22,8
Topic_23,5
Topic_24,2
Topic_25,3
Topic_26,2
Topic_27,1
Topic_28,2
Topic_29,2
Topic_3,1
Topic_30,3
Topic_31,1
Topic_32,2
Topic_33,2
Topic_34,1
Topic_35,4
Topic_36,1
Topic_37,3
Topic_38,10
Topic_39,2
Topic_4,9
Topic_40,3
Topic_41,2
Topic_42,1
Topic_43,2
Topic_44,2
Topic_47,2
Topic_48,2
Topic_49,2
Topic_50,4
Topic_51,2
Topic_52,4
Topic_53,1
Topic_54,2
Topic_55,4
Topic_56,1
Topic_57,4
Topic_58,2
Topic_59,1
Topic_6,6
Topic_60,3
Topic_61,2
Topic_62,5
Topic_63,7
Topic_64,1
Topic_65,3
Topic_66,3
Topic_67,2
Topic_68,3
Topic_69,2
Topic_70,2
Topic_71,1
Topic_72,2
Topic_73,6
Topic_75,1
Topic_76,8
Topic_77,1
Topic_78,2
Topic_79,3
Topic_8,2
Topic_80,1
Topic_81,4
Topic_82,5
Topic_85,6
Topic_86,5
Topic_87,1
Topic_9,1
Topic_90,2
Topic_91,3
